Year,Make,Model,Mileage,Price,Body,Color,Engine,Country,Make_Model
2015,Chevrolet,Silverado,80658,38989,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,33408,15952,SUV,Red,4 Cyl,USA,Chevrolet Equinox
2014,Chevrolet,Equinox,42126,14993,SUV,Gray,6 Cyl,USA,Chevrolet Equinox
2017,Chevrolet,Cruze,9343,13995,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Silverado,30701,54995,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2011,Chevrolet,Equinox,62790,12363,SUV,Black,4 Cyl,USA,Chevrolet Equinox
2012,Chevrolet,Traverse,86490,13995,SUV,Red,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Traverse,51036,17995,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Malibu,42400,12995,Sedan,Silver,4 Cyl,USA,Chevrolet Malibu
2011,Chevrolet,Camaro,89137,10999,Coupe,Burgundy,6 Cyl,USA,Chevrolet Camaro
2004,Chevrolet,Colorado,53070,9799,Pickup,Orange,5 Cyl,USA,Chevrolet Colorado
2012,Chevrolet,Impala,51035,10995,Sedan,White,6 Cyl,USA,Chevrolet Impala
2015,Chevrolet,Corvette,18865,39999,Coupe,Red,8 Cyl,USA,Chevrolet Corvette
2016,Chevrolet,Malibu,20153,14081,Sedan,Gray,4 Cyl,USA,Chevrolet Malibu
2016,Chevrolet,Silverado,25232,26320,Pickup,Red,6 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Silverado,26707,25900,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2013,Chevrolet,Camaro,62729,16991,Coupe,Blue,8 Cyl,USA,Chevrolet Camaro
2014,Chevrolet,Corvette,26622,41991,Coupe,Blue,8 Cyl,USA,Chevrolet Corvette
2016,Chevrolet,Trax,14124,13695,SUV,Red,4 Cyl,USA,Chevrolet Trax
2016,Chevrolet,Cruze,13520,15995,Sedan,Gray,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Tahoe,50095,41995,SUV,Beige,8 Cyl,USA,Chevrolet Tahoe
2013,Chevrolet,Malibu,29598,10988,Sedan,Gray,4 Cyl,USA,Chevrolet Malibu
2002,Chevrolet,Silverado,52289,11988,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2011,Chevrolet,Camaro,62906,11299,Coupe,Blue,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Cruze,9594,12494,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Traverse,24058,25995,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Silverado,29722,27000,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Traverse,20267,21400,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2017,Chevrolet,Silverado,10024,30930,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Corvette,10309,48918,Coupe,White,8 Cyl,USA,Chevrolet Corvette
2003,Chevrolet,Monte,60000,4995,Coupe,Blue,6 Cyl,USA,Chevrolet Monte
2015,Chevrolet,Silverado,23779,25995,Pickup,Gray,6 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,27826,16380,SUV,Blue,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Silverado,9006,29995,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Cruze,40359,8970,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,8318,12780,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,17846,11495,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2012,Chevrolet,Silverado,59969,19660,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Tahoe,89435,34900,SUV,Red,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Suburban,77718,38900,SUV,Gold,8 Cyl,USA,Chevrolet Suburban
2016,Chevrolet,Silverado,22463,38851,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Silverado,10271,36471,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Spark,22124,9462,Hatchback,Green,4 Cyl,USA,Chevrolet Spark
2017,Chevrolet,Silverado,13717,40926,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,6771,52999,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2013,Chevrolet,Impala,72174,8795,Sedan,Red,6 Cyl,USA,Chevrolet Impala
2011,Chevrolet,Camaro,55013,17776,Convertible,White,8 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Malibu,21393,14788,Sedan,White,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Malibu,31724,13880,Sedan,Gray,4 Cyl,USA,Chevrolet Malibu
2014,Chevrolet,Cruze,24728,10980,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,27352,11880,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Silverado,25945,27480,Pickup,Gray,6 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,23165,12195,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Malibu,19976,13980,Sedan,Beige,4 Cyl,USA,Chevrolet Malibu
2016,Chevrolet,Cruze,28501,11500,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Trax,14324,15000,SUV,Gold,4 Cyl,USA,Chevrolet Trax
2014,Chevrolet,Cruze,23890,10000,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Trax,11493,14000,SUV,Blue,4 Cyl,USA,Chevrolet Trax
2016,Chevrolet,Silverado,15973,27668,Pickup,Blue,6 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,33972,11888,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Traverse,26605,22500,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Trax,24940,14995,SUV,Red,4 Cyl,USA,Chevrolet Trax
2017,Chevrolet,Silverado,13946,32935,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,21370,16275,SUV,Black,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Silverado,26169,26811,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,19455,34988,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Silverado,80658,38989,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,8318,12780,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,17846,11495,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Trax,19149,19518,SUV,White,4 Cyl,USA,Chevrolet Trax
2013,Chevrolet,Silverado,61396,41400,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Camaro,11747,22414,Coupe,White,4 Cyl,USA,Chevrolet Camaro
2014,Chevrolet,Volt,38093,13935,Sedan,Brown,4 Cyl,USA,Chevrolet Volt
2016,Chevrolet,Silverado,10257,28985,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Camaro,43697,17500,Coupe,Red,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Colorado,16828,23900,Pickup,Gray,4 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Silverado,50240,42225,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Traverse,57107,22480,SUV,Gold,6 Cyl,USA,Chevrolet Traverse
2007,Chevrolet,TrailBlazer,54021,5100,SUV,Blue,6 Cyl,USA,Chevrolet TrailBlazer
2014,Chevrolet,Cruze,32791,10148,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,40359,8970,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Camaro,15139,21855,Coupe,Blue,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Trax,16889,15000,SUV,White,4 Cyl,USA,Chevrolet Trax
2015,Chevrolet,Equinox,46184,13994,SUV,Beige,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Traverse,18682,23975,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Silverado,18248,29931,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,26169,26811,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Silverado,19748,34311,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,28593,12211,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,22874,11311,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Equinox,20312,17311,SUV,Beige,4 Cyl,USA,Chevrolet Equinox
2011,Chevrolet,Tahoe,59879,28999,SUV,White,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Cruze,31165,10988,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,16053,12981,Sedan,Gray,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,73020,9888,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2013,Chevrolet,Silverado,43906,28995,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Traverse,42205,15990,SUV,White,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Sonic,11204,10995,Sedan,Black,4 Cyl,USA,Chevrolet Sonic
2015,Chevrolet,Tahoe,48003,43384,SUV,Black,8 Cyl,USA,Chevrolet Tahoe
2013,Chevrolet,Silverado,58048,27995,Pickup,Brown,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Silverado,38328,28995,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Tahoe,21348,37995,SUV,Gray,8 Cyl,USA,Chevrolet Tahoe
2014,Chevrolet,Silverado,29868,33995,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Sonic,20963,10995,Sedan,Black,4 Cyl,USA,Chevrolet Sonic
2017,Chevrolet,Silverado,7878,40985,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,13010,10998,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2017,Chevrolet,Spark,20111,9963,Hatchback,Silver,4 Cyl,USA,Chevrolet Spark
2015,Chevrolet,Cruze,27753,14500,Sedan,Bronze,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Trax,7011,14635,SUV,Silver,4 Cyl,USA,Chevrolet Trax
2016,Chevrolet,Malibu,23306,22000,Sedan,Black,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Camaro,26679,19988,Coupe,Silver,6 Cyl,USA,Chevrolet Camaro
2015,Chevrolet,Silverado,39046,26695,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,22716,24988,Pickup,Blue,6 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Camaro,12271,19995,Coupe,Gray,6 Cyl,USA,Chevrolet Camaro
2015,Chevrolet,Silverado,71337,28467,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Silverado,7030,31799,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2008,Chevrolet,Avalanche,75844,17988,SUV,Gold,8 Cyl,USA,Chevrolet Avalanche
2016,Chevrolet,Traverse,13152,25814,SUV,White,6 Cyl,USA,Chevrolet Traverse
2008,Chevrolet,Impala,39704,9700,Sedan,Red,8 Cyl,USA,Chevrolet Impala
2015,Chevrolet,Malibu,10839,15711,Sedan,Red,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Trax,10058,17661,SUV,Orange,4 Cyl,USA,Chevrolet Trax
2017,Chevrolet,Colorado,36073,22311,Pickup,White,6 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Equinox,86567,14555,SUV,Gray,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Colorado,59497,30888,Pickup,Silver,4 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Silverado,13489,23000,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Camaro,26679,19988,Coupe,Silver,6 Cyl,USA,Chevrolet Camaro
2015,Chevrolet,Silverado,39046,26695,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Colorado,28159,15995,Pickup,White,4 Cyl,USA,Chevrolet Colorado
2011,Chevrolet,Impala,77290,8475,Sedan,White,6 Cyl,USA,Chevrolet Impala
2015,Chevrolet,Colorado,21125,27499,Pickup,Black,6 Cyl,USA,Chevrolet Colorado
2012,Chevrolet,Impala,77602,9414,Sedan,Black,6 Cyl,USA,Chevrolet Impala
2017,Chevrolet,Colorado,26086,30991,Pickup,Black,6 Cyl,USA,Chevrolet Colorado
2013,Chevrolet,Camaro,20220,18980,Convertible,Red,6 Cyl,USA,Chevrolet Camaro
2014,Chevrolet,Traverse,33481,19974,SUV,Blue,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Suburban,30810,37590,SUV,Black,8 Cyl,USA,Chevrolet Suburban
2016,Chevrolet,Tahoe,20308,47486,SUV,Gray,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Suburban,52041,43989,SUV,Black,8 Cyl,USA,Chevrolet Suburban
2015,Chevrolet,Camaro,23185,14990,Coupe,Yellow,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Traverse,34909,20495,SUV,Blue,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Silverado,13348,30282,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,42164,25991,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,53053,30495,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Tahoe,61894,24982,SUV,Silver,8 Cyl,USA,Chevrolet Tahoe
2013,Chevrolet,Silverado,80169,16994,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Camaro,12271,19995,Coupe,Gray,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Trax,15827,17391,SUV,Blue,4 Cyl,USA,Chevrolet Trax
2017,Chevrolet,Colorado,7342,27988,Pickup,Silver,6 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Silverado,7117,29791,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Colorado,10233,27988,Pickup,Brown,6 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Traverse,23277,22988,SUV,Black,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Cruze,17272,10487,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,40611,13100,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Silverado,22389,29500,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Silverado,9481,39500,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,7760,28944,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,20193,11500,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,26812,10984,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Silverado,22403,27000,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Malibu,25039,13984,Sedan,Black,4 Cyl,USA,Chevrolet Malibu
2009,Chevrolet,Silverado,45723,17995,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,10335,11994,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2012,Chevrolet,Malibu,62197,8994,Sedan,Black,4 Cyl,USA,Chevrolet Malibu
2013,Chevrolet,Cruze,35966,8484,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,34100,9994,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,50341,9995,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,24120,11500,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Malibu,33018,10995,Sedan,Gray,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Tahoe,41201,38884,SUV,Brown,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Silverado,45982,26834,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Cruze,40805,11300,Sedan,Gray,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,19466,11900,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,50212,11900,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Silverado,45893,25950,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2006,Chevrolet,Silverado,81156,14300,Pickup,Silver,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Silverado,23779,25995,Pickup,Gray,6 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,27826,16380,SUV,Blue,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Silverado,18818,28500,Pickup,Gray,6 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Corvette,17770,43500,Coupe,White,8 Cyl,USA,Chevrolet Corvette
2016,Chevrolet,Silverado,22697,28500,Pickup,White,6 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Suburban,64084,38800,SUV,Black,8 Cyl,USA,Chevrolet Suburban
2015,Chevrolet,Malibu,36970,13800,Sedan,Red,4 Cyl,USA,Chevrolet Malibu
2016,Chevrolet,Cruze,25152,11497,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Malibu,56034,12000,Sedan,White,4 Cyl,USA,Chevrolet Malibu
2016,Chevrolet,Equinox,38816,16835,SUV,White,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Traverse,12774,23789,SUV,White,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Colorado,16089,20989,Pickup,Gray,4 Cyl,USA,Chevrolet Colorado
2017,Chevrolet,Cruze,11860,14989,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Camaro,41013,15989,Coupe,Yellow,6 Cyl,USA,Chevrolet Camaro
2015,Chevrolet,Traverse,33806,19489,SUV,White,6 Cyl,USA,Chevrolet Traverse
2013,Chevrolet,Equinox,82249,12988,SUV,Red,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Camaro,7878,19990,Coupe,Red,6 Cyl,USA,Chevrolet Camaro
2004,Chevrolet,Impala,66579,4995,Sedan,Gold,6 Cyl,USA,Chevrolet Impala
2017,Chevrolet,Equinox,25113,17988,SUV,Silver,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Silverado,39549,33998,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Equinox,78664,12998,SUV,Beige,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Equinox,40652,16919,SUV,Gray,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Cruze,23640,9919,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Silverado,6771,52999,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,9089,13154,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Malibu,18957,14600,Sedan,Blue,4 Cyl,USA,Chevrolet Malibu
2016,Chevrolet,Cruze,7994,13275,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,10729,13000,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,39586,11800,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Traverse,28445,20450,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Malibu,23852,14250,Sedan,Silver,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Silverado,22722,26467,Pickup,Silver,6 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Traverse,32342,21797,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Cruze,7787,13277,Sedan,Gray,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,29746,11664,Sedan,Beige,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,15059,12677,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2017,Chevrolet,Silverado,7878,40985,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Spark,20111,9963,Hatchback,Silver,4 Cyl,USA,Chevrolet Spark
2015,Chevrolet,Cruze,27753,14500,Sedan,Bronze,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Trax,7011,14635,SUV,Silver,4 Cyl,USA,Chevrolet Trax
2015,Chevrolet,Traverse,27592,22890,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Cruze,21122,12492,Sedan,Blue,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Traverse,20155,22993,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Equinox,21784,17192,SUV,Blue,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Silverado,28821,28292,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,24853,16792,SUV,Silver,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Malibu,39266,13492,Sedan,Blue,4 Cyl,USA,Chevrolet Malibu
2017,Chevrolet,Traverse,10876,24493,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Equinox,30374,15993,SUV,Green,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Cruze,20745,11000,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Camaro,14231,16326,Coupe,White,6 Cyl,USA,Chevrolet Camaro
2016,Chevrolet,Equinox,35088,23984,SUV,White,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Malibu,33612,13984,Sedan,White,4 Cyl,USA,Chevrolet Malibu
2017,Chevrolet,Cruze,11041,17984,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2008,Chevrolet,Silverado,65636,16990,Pickup,Brown,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,18725,12990,Sedan,Gray,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,45040,11399,Sedan,Black,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Traverse,45045,20590,SUV,Beige,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Cruze,23592,12590,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Impala,57606,14589,Sedan,Beige,4 Cyl,USA,Chevrolet Impala
2015,Chevrolet,Traverse,30651,21990,SUV,Gray,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Tahoe,67019,34991,SUV,Gray,8 Cyl,USA,Chevrolet Tahoe
2016,Chevrolet,Silverado,26808,33995,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2017,Chevrolet,Cruze,23276,12988,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2012,Chevrolet,Silverado,58584,20998,Pickup,Black,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,15878,12977,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2017,Chevrolet,Silverado,7390,20974,Pickup,White,6 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Cruze,17745,12500,Sedan,Silver,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Silverado,35391,33800,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Silverado,43646,34500,Pickup,Gray,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Silverado,13207,40200,Pickup,White,8 Cyl,USA,Chevrolet Silverado
2012,Chevrolet,Silverado,68982,21300,Pickup,Blue,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Traverse,11489,22998,SUV,Beige,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Silverado,40931,26998,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2015,Chevrolet,Equinox,47901,14396,SUV,White,4 Cyl,USA,Chevrolet Equinox
2016,Chevrolet,Sonic,40654,10395,Sedan,Silver,4 Cyl,USA,Chevrolet Sonic
2015,Chevrolet,Cruze,31165,10988,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Equinox,34842,16792,SUV,Gray,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Equinox,29892,17250,SUV,Beige,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Silverado,34370,26750,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Traverse,33786,25500,SUV,Black,6 Cyl,USA,Chevrolet Traverse
2014,Chevrolet,Silverado,48719,27000,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2014,Chevrolet,Camaro,34129,14542,Coupe,Red,6 Cyl,USA,Chevrolet Camaro
2012,Chevrolet,Cruze,81589,8000,Sedan,Red,4 Cyl,USA,Chevrolet Cruze
2007,Chevrolet,TrailBlazer,54021,5100,SUV,Blue,6 Cyl,USA,Chevrolet TrailBlazer
2017,Chevrolet,Traverse,12177,19900,SUV,Silver,6 Cyl,USA,Chevrolet Traverse
2016,Chevrolet,Equinox,66888,14500,SUV,Blue,4 Cyl,USA,Chevrolet Equinox
2017,Chevrolet,Tahoe,33891,41900,SUV,Black,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Traverse,69963,21700,SUV,Blue,6 Cyl,USA,Chevrolet Traverse
2015,Chevrolet,Traverse,38107,21995,SUV,White,6 Cyl,USA,Chevrolet Traverse
2017,Chevrolet,Suburban,35300,41900,SUV,White,8 Cyl,USA,Chevrolet Suburban
2012,Chevrolet,Avalanche,74937,23995,SUV,Black,8 Cyl,USA,Chevrolet Avalanche
2015,Chevrolet,Colorado,72724,24900,Pickup,Red,6 Cyl,USA,Chevrolet Colorado
2016,Chevrolet,Camaro,12271,19995,Coupe,Gray,6 Cyl,USA,Chevrolet Camaro
2015,Chevrolet,Equinox,12985,20000,SUV,Black,4 Cyl,USA,Chevrolet Equinox
2014,Chevrolet,Tahoe,84107,29918,SUV,Silver,8 Cyl,USA,Chevrolet Tahoe
2015,Chevrolet,Silverado,29971,30000,Pickup,Red,8 Cyl,USA,Chevrolet Silverado
2016,Chevrolet,Malibu,17285,13400,Sedan,Gray,4 Cyl,USA,Chevrolet Malibu
2015,Chevrolet,Colorado,21125,27499,Pickup,Black,6 Cyl,USA,Chevrolet Colorado
2006,Chevrolet,HHR,72578,5599,Wagon,Red,4 Cyl,USA,Chevrolet HHR
2014,Chevrolet,Cruze,16969,11999,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2016,Chevrolet,Cruze,15059,12677,Sedan,White,4 Cyl,USA,Chevrolet Cruze
2014,Chevrolet,Cruze,29746,11664,Sedan,Beige,4 Cyl,USA,Chevrolet Cruze
2015,Chevrolet,Equinox,24211,16235,SUV,Beige,4 Cyl,USA,Chevrolet Equinox
2015,Chevrolet,Malibu,41004,12992,Sedan,Black,4 Cyl,USA,Chevrolet Malibu
